dep_time,distance,actual_elapsed_time,flight_class_distance,flight_class_time,hour,minute,second
11:15:00,3724.0,462.0,long,long,11,15,00
11:35:00,3414.0,451.0,long,long,11,35,00
11:28:00,3302.0,446.0,long,long,11,28,00
11:19:00,3972.0,515.0,long,long,11,19,00
11:17:00,3711.0,486.0,long,long,11,17,00
11:17:00,3784.0,492.0,long,long,11,17,00
11:07:00,3784.0,492.0,long,long,11,07,00
11:07:00,3711.0,468.0,long,long,11,07,00
11:33:00,4184.0,547.0,long,long,11,33,00
11:35:00,3302.0,437.0,long,long,11,35,00
11:46:00,3365.0,426.0,long,long,11,46,00
11:04:00,4502.0,554.0,long,long,11,04,00
11:51:00,3414.0,461.0,long,long,11,51,00
11:09:00,3784.0,484.0,long,long,11,09,00
11:18:00,3972.0,496.0,long,long,11,18,00
11:14:00,3784.0,494.0,long,long,11,14,00
11:10:00,3784.0,575.0,long,long,11,10,00
11:12:00,3784.0,503.0,long,long,11,12,00
11:19:00,3972.0,537.0,long,long,11,19,00
11:39:00,3414.0,486.0,long,long,11,39,00
11:20:00,3784.0,504.0,long,long,11,20,00
11:47:00,3414.0,441.0,long,long,11,47,00
11:40:00,3414.0,444.0,long,long,11,40,00
11:20:00,3724.0,499.0,long,long,11,20,00
11:15:00,3784.0,499.0,long,long,11,15,00
11:11:00,3972.0,503.0,long,long,11,11,00
11:09:00,3711.0,514.0,long,long,11,09,00
11:32:00,3784.0,448.0,long,long,11,32,00
11:28:00,3711.0,555.0,long,long,11,28,00
11:37:00,3414.0,451.0,long,long,11,37,00
11:48:00,3784.0,477.0,long,long,11,48,00
11:14:00,3784.0,507.0,long,long,11,14,00
11:09:00,3711.0,486.0,long,long,11,09,00
11:13:00,3784.0,509.0,long,long,11,13,00
11:51:00,3784.0,490.0,long,long,11,51,00
11:15:00,3972.0,529.0,long,long,11,15,00
11:27:00,3711.0,512.0,long,long,11,27,00
11:43:00,3329.0,433.0,long,long,11,43,00
11:12:00,3784.0,462.0,long,long,11,12,00
11:54:00,3302.0,415.0,long,long,11,54,00
11:26:00,4184.0,544.0,long,long,11,26,00
11:00:00,4502.0,626.0,long,long,11,00,00
11:21:00,3711.0,471.0,long,long,11,21,00
11:53:00,3414.0,481.0,long,long,11,53,00
11:01:00,3724.0,490.0,long,long,11,01,00
11:21:00,3784.0,541.0,long,long,11,21,00
11:38:00,3414.0,455.0,long,long,11,38,00
11:16:00,3784.0,478.0,long,long,11,16,00
11:04:00,3784.0,491.0,long,long,11,04,00
11:42:00,3972.0,520.0,long,long,11,42,00
11:57:00,3329.0,443.0,long,long,11,57,00
11:02:00,3784.0,473.0,long,long,11,02,00
11:29:00,3972.0,525.0,long,long,11,29,00
11:10:00,3724.0,520.0,long,long,11,10,00
11:25:00,3724.0,455.0,long,long,11,25,00
11:21:00,3724.0,442.0,long,long,11,21,00
11:26:00,3784.0,500.0,long,long,11,26,00
11:17:00,3847.0,567.0,long,long,11,17,00
11:54:00,3329.0,438.0,long,long,11,54,00
11:12:00,3784.0,563.0,long,long,11,12,00
11:03:00,3724.0,515.0,long,long,11,03,00
11:34:00,3365.0,453.0,long,long,11,34,00
11:32:00,3302.0,456.0,long,long,11,32,00
11:54:00,3414.0,463.0,long,long,11,54,00
11:26:00,3365.0,421.0,long,long,11,26,00
11:24:00,3784.0,512.0,long,long,11,24,00
11:13:00,3972.0,531.0,long,long,11,13,00
11:22:00,3784.0,527.0,long,long,11,22,00
11:46:00,3365.0,404.0,long,long,11,46,00
11:01:00,3784.0,514.0,long,long,11,01,00
11:40:00,4962.0,669.0,long,long,11,40,00
11:57:00,3302.0,450.0,long,long,11,57,00
11:40:00,3784.0,551.0,long,long,11,40,00
11:35:00,3302.0,460.0,long,long,11,35,00
11:53:00,3329.0,462.0,long,long,11,53,00
11:13:00,3711.0,532.0,long,long,11,13,00
11:30:00,3365.0,428.0,long,long,11,30,00
11:16:00,3972.0,544.0,long,long,11,16,00
11:28:00,3365.0,436.0,long,long,11,28,00
11:27:00,3784.0,481.0,long,long,11,27,00
11:51:00,3302.0,494.0,long,long,11,51,00
11:07:00,3724.0,460.0,long,long,11,07,00
11:54:00,3365.0,523.0,long,long,11,54,00
11:20:00,3784.0,483.0,long,long,11,20,00
11:19:00,3972.0,492.0,long,long,11,19,00
11:09:00,3711.0,518.0,long,long,11,09,00
11:45:00,3414.0,495.0,long,long,11,45,00
11:12:00,3784.0,505.0,long,long,11,12,00
11:22:00,3784.0,468.0,long,long,11,22,00
11:24:00,3724.0,470.0,long,long,11,24,00
11:49:00,3414.0,457.0,long,long,11,49,00
11:10:00,3711.0,480.0,long,long,11,10,00
11:20:00,3972.0,537.0,long,long,11,20,00
11:14:00,3711.0,471.0,long,long,11,14,00
11:13:00,3784.0,458.0,long,long,11,13,00
11:17:00,3711.0,475.0,long,long,11,17,00
11:39:00,3711.0,466.0,long,long,11,39,00
11:43:00,3414.0,460.0,long,long,11,43,00
11:19:00,3711.0,466.0,long,long,11,19,00
11:20:00,3724.0,465.0,long,long,11,20,00
11:07:00,3711.0,459.0,long,long,11,07,00
11:47:00,3329.0,447.0,long,long,11,47,00
11:39:00,3329.0,431.0,long,long,11,39,00
11:42:00,3329.0,449.0,long,long,11,42,00
11:38:00,3414.0,438.0,long,long,11,38,00
11:23:00,3784.0,504.0,long,long,11,23,00
11:04:00,3711.0,473.0,long,long,11,04,00
11:29:00,3365.0,458.0,long,long,11,29,00
11:09:00,3711.0,499.0,long,long,11,09,00
11:36:00,3784.0,494.0,long,long,11,36,00
11:36:00,3329.0,428.0,long,long,11,36,00
11:57:00,3329.0,407.0,long,long,11,57,00
11:23:00,4243.0,565.0,long,long,11,23,00
11:12:00,4502.0,580.0,long,long,11,12,00
11:36:00,4502.0,559.0,long,long,11,36,00
11:15:00,3784.0,542.0,long,long,11,15,00
11:10:00,3972.0,495.0,long,long,11,10,00
11:54:00,3302.0,434.0,long,long,11,54,00
11:08:00,3711.0,482.0,long,long,11,08,00
11:11:00,4502.0,598.0,long,long,11,11,00
11:04:00,3711.0,512.0,long,long,11,04,00
11:05:00,4502.0,563.0,long,long,11,05,00
11:11:00,3711.0,481.0,long,long,11,11,00
11:35:00,3302.0,449.0,long,long,11,35,00
11:05:00,3711.0,483.0,long,long,11,05,00
11:05:00,3784.0,480.0,long,long,11,05,00
11:04:00,3711.0,478.0,long,long,11,04,00
11:16:00,3972.0,514.0,long,long,11,16,00
11:00:00,4502.0,575.0,long,long,11,00,00
11:37:00,3302.0,435.0,long,long,11,37,00
11:09:00,4983.0,612.0,long,long,11,09,00
11:07:00,4243.0,544.0,long,long,11,07,00
11:47:00,4243.0,549.0,long,long,11,47,00
11:49:00,3414.0,442.0,long,long,11,49,00
11:01:00,3711.0,513.0,long,long,11,01,00
11:19:00,3784.0,529.0,long,long,11,19,00
11:14:00,3711.0,468.0,long,long,11,14,00
11:58:00,3302.0,425.0,long,long,11,58,00
11:43:00,3329.0,479.0,long,long,11,43,00
11:05:00,3711.0,502.0,long,long,11,05,00
11:16:00,3711.0,518.0,long,long,11,16,00
11:18:00,3724.0,485.0,long,long,11,18,00
11:12:00,3711.0,515.0,long,long,11,12,00
11:50:00,3302.0,468.0,long,long,11,50,00
11:45:00,3329.0,464.0,long,long,11,45,00
11:45:00,3972.0,536.0,long,long,11,45,00
11:11:00,3784.0,511.0,long,long,11,11,00
11:26:00,3972.0,510.0,long,long,11,26,00
11:05:00,3724.0,530.0,long,long,11,05,00
11:44:00,3329.0,449.0,long,long,11,44,00
11:05:00,3711.0,486.0,long,long,11,05,00
11:45:00,3329.0,436.0,long,long,11,45,00
11:47:00,3711.0,443.0,long,long,11,47,00
11:34:00,3329.0,439.0,long,long,11,34,00
11:20:00,3711.0,499.0,long,long,11,20,00
11:03:00,4502.0,632.0,long,long,11,03,00
11:46:00,3329.0,457.0,long,long,11,46,00
11:21:00,3724.0,463.0,long,long,11,21,00
11:59:00,3302.0,430.0,long,long,11,59,00
11:42:00,3365.0,427.0,long,long,11,42,00
11:15:00,3784.0,472.0,long,long,11,15,00
11:02:00,4243.0,515.0,long,long,11,02,00
11:21:00,3972.0,540.0,long,long,11,21,00
11:14:00,3972.0,493.0,long,long,11,14,00
11:17:00,3972.0,491.0,long,long,11,17,00
11:29:00,3365.0,433.0,long,long,11,29,00
11:24:00,3711.0,498.0,long,long,11,24,00
12:37:00,3724.0,474.0,long,long,12,37,00
12:01:00,3724.0,515.0,long,long,12,01,00
12:16:00,3329.0,440.0,long,long,12,16,00
12:08:00,4502.0,541.0,long,long,12,08,00
12:44:00,3414.0,448.0,long,long,12,44,00
12:21:00,3414.0,433.0,long,long,12,21,00
12:04:00,3414.0,457.0,long,long,12,04,00
12:26:00,3414.0,437.0,long,long,12,26,00
12:24:00,3414.0,435.0,long,long,12,24,00
12:21:00,3414.0,457.0,long,long,12,21,00
12:53:00,3847.0,555.0,long,long,12,53,00
12:25:00,4243.0,594.0,long,long,12,25,00
12:06:00,3972.0,469.0,long,long,12,06,00
12:08:00,4475.0,575.0,long,long,12,08,00
12:03:00,3784.0,511.0,long,long,12,03,00
12:26:00,3414.0,446.0,long,long,12,26,00
12:19:00,3414.0,433.0,long,long,12,19,00
12:12:00,3414.0,441.0,long,long,12,12,00
12:46:00,3302.0,470.0,long,long,12,46,00
12:28:00,3365.0,505.0,long,long,12,28,00
12:39:00,3302.0,399.0,long,long,12,39,00
12:30:00,4962.0,622.0,long,long,12,30,00
12:24:00,4475.0,549.0,long,long,12,24,00
12:36:00,3414.0,446.0,long,long,12,36,00
12:18:00,4475.0,587.0,long,long,12,18,00
12:03:00,3414.0,472.0,long,long,12,03,00
12:28:00,3414.0,439.0,long,long,12,28,00
12:51:00,3784.0,535.0,long,long,12,51,00
12:30:00,4983.0,655.0,long,long,12,30,00
12:10:00,3302.0,437.0,long,long,12,10,00
12:34:00,4475.0,545.0,long,long,12,34,00
12:02:00,3329.0,435.0,long,long,12,02,00
12:22:00,3414.0,442.0,long,long,12,22,00
12:21:00,3784.0,510.0,long,long,12,21,00
12:54:00,3847.0,521.0,long,long,12,54,00
12:01:00,3365.0,421.0,long,long,12,01,00
12:35:00,4817.0,604.0,long,long,12,35,00
13:58:00,3414.0,470.0,long,long,13,58,00
13:37:00,3784.0,465.0,long,long,13,37,00
13:55:00,5095.0,592.0,long,long,13,55,00
13:56:00,3414.0,435.0,long,long,13,56,00
13:55:00,5095.0,582.0,long,long,13,55,00
13:32:00,4243.0,542.0,long,long,13,32,00
13:48:00,3784.0,464.0,long,long,13,48,00
13:48:00,4817.0,525.0,long,long,13,48,00
13:17:00,3711.0,470.0,long,long,13,17,00
14:52:00,4962.0,561.0,long,long,14,52,00
14:31:00,3266.0,416.0,long,long,14,31,00
14:25:00,5095.0,594.0,long,long,14,25,00
14:10:00,3801.0,449.0,long,long,14,10,00
14:15:00,5095.0,591.0,long,long,14,15,00
14:02:00,5095.0,592.0,long,long,14,02,00
14:15:00,3801.0,471.0,long,long,14,15,00
14:55:00,4962.0,577.0,long,long,14,55,00
14:59:00,3329.0,386.0,long,long,14,59,00
14:17:00,3801.0,459.0,long,long,14,17,00
14:16:00,3266.0,430.0,long,long,14,16,00
14:13:00,5095.0,589.0,long,long,14,13,00
14:05:00,3801.0,468.0,long,long,14,05,00
14:06:00,3801.0,447.0,long,long,14,06,00
14:18:00,3266.0,431.0,long,long,14,18,00
14:59:00,4962.0,551.0,long,long,14,59,00
14:16:00,3266.0,430.0,long,long,14,16,00
14:06:00,5095.0,589.0,long,long,14,06,00
14:03:00,3801.0,475.0,long,long,14,03,00
14:58:00,4983.0,592.0,long,long,14,58,00
14:12:00,5095.0,592.0,long,long,14,12,00
14:14:00,3801.0,446.0,long,long,14,14,00
14:23:00,5095.0,568.0,long,long,14,23,00
14:24:00,3801.0,445.0,long,long,14,24,00
14:31:00,3801.0,459.0,long,long,14,31,00
14:28:00,3801.0,471.0,long,long,14,28,00
14:19:00,3266.0,436.0,long,long,14,19,00
14:14:00,3801.0,451.0,long,long,14,14,00
14:15:00,3801.0,458.0,long,long,14,15,00
14:59:00,3417.0,432.0,long,long,14,59,00
14:30:00,3801.0,466.0,long,long,14,30,00
14:32:00,3801.0,459.0,long,long,14,32,00
14:01:00,3801.0,436.0,long,long,14,01,00
14:18:00,3266.0,441.0,long,long,14,18,00
14:10:00,3801.0,456.0,long,long,14,10,00
14:37:00,3801.0,453.0,long,long,14,37,00
14:14:00,3801.0,466.0,long,long,14,14,00
14:28:00,5095.0,576.0,long,long,14,28,00
14:11:00,3801.0,468.0,long,long,14,11,00
14:35:00,3801.0,454.0,long,long,14,35,00
14:06:00,3801.0,479.0,long,long,14,06,00
14:39:00,3801.0,439.0,long,long,14,39,00
14:36:00,3801.0,448.0,long,long,14,36,00
14:09:00,3801.0,460.0,long,long,14,09,00
14:39:00,3266.0,431.0,long,long,14,39,00
14:18:00,3801.0,464.0,long,long,14,18,00
14:22:00,3801.0,437.0,long,long,14,22,00
14:42:00,3801.0,451.0,long,long,14,42,00
14:17:00,3801.0,470.0,long,long,14,17,00
14:13:00,3711.0,464.0,long,long,14,13,00
14:27:00,3266.0,451.0,long,long,14,27,00
14:58:00,3043.0,411.0,long,long,14,58,00
14:15:00,3801.0,444.0,long,long,14,15,00
14:44:00,3801.0,444.0,long,long,14,44,00
14:24:00,3801.0,453.0,long,long,14,24,00
14:20:00,3801.0,470.0,long,long,14,20,00
14:06:00,3801.0,476.0,long,long,14,06,00
14:10:00,3801.0,476.0,long,long,14,10,00
14:21:00,5095.0,575.0,long,long,14,21,00
14:08:00,3801.0,459.0,long,long,14,08,00
14:15:00,3801.0,444.0,long,long,14,15,00
14:06:00,5095.0,592.0,long,long,14,06,00
14:20:00,3801.0,452.0,long,long,14,20,00
15:08:00,4962.0,547.0,long,long,15,08,00
15:20:00,3043.0,366.0,long,long,15,20,00
15:08:00,5095.0,598.0,long,long,15,08,00
15:09:00,3801.0,474.0,long,long,15,09,00
15:46:00,4243.0,474.0,long,long,15,46,00
15:51:00,3043.0,394.0,long,long,15,51,00
15:20:00,4983.0,612.0,long,long,15,20,00
15:42:00,3711.0,455.0,long,long,15,42,00
15:20:00,3801.0,450.0,long,long,15,20,00
15:16:00,3417.0,427.0,long,long,15,16,00
15:04:00,4962.0,562.0,long,long,15,04,00
15:02:00,4983.0,573.0,long,long,15,02,00
15:25:00,4817.0,542.0,long,long,15,25,00
15:38:00,4817.0,539.0,long,long,15,38,00
15:53:00,4502.0,502.0,long,long,15,53,00
15:50:00,4243.0,504.0,long,long,15,50,00
15:07:00,4962.0,544.0,long,long,15,07,00
15:48:00,4243.0,466.0,long,long,15,48,00
15:53:00,4243.0,484.0,long,long,15,53,00
15:38:00,3370.0,439.0,long,long,15,38,00
15:17:00,3904.0,477.0,long,long,15,17,00
15:27:00,3043.0,439.0,long,long,15,27,00
15:14:00,4962.0,578.0,long,long,15,14,00
15:18:00,4817.0,536.0,long,long,15,18,00
15:46:00,3370.0,477.0,long,long,15,46,00
15:11:00,3417.0,435.0,long,long,15,11,00
15:05:00,3417.0,433.0,long,long,15,05,00
15:13:00,4962.0,554.0,long,long,15,13,00
15:39:00,3417.0,469.0,long,long,15,39,00
15:49:00,4983.0,588.0,long,long,15,49,00
15:39:00,4475.0,528.0,long,long,15,39,00
15:22:00,3043.0,380.0,long,long,15,22,00
15:44:00,4243.0,473.0,long,long,15,44,00
15:11:00,3417.0,444.0,long,long,15,11,00
15:33:00,4983.0,587.0,long,long,15,33,00
15:08:00,3417.0,445.0,long,long,15,08,00
15:32:00,4817.0,534.0,long,long,15,32,00
15:14:00,4983.0,545.0,long,long,15,14,00
15:52:00,4983.0,559.0,long,long,15,52,00
15:18:00,4817.0,552.0,long,long,15,18,00
15:00:00,4962.0,565.0,long,long,15,00,00
15:39:00,4962.0,558.0,long,long,15,39,00
15:11:00,3266.0,465.0,long,long,15,11,00
15:14:00,3417.0,442.0,long,long,15,14,00
15:13:00,3417.0,454.0,long,long,15,13,00
15:06:00,4962.0,532.0,long,long,15,06,00
15:55:00,4962.0,553.0,long,long,15,55,00
15:25:00,4983.0,597.0,long,long,15,25,00
15:06:00,3801.0,466.0,long,long,15,06,00
15:38:00,4817.0,520.0,long,long,15,38,00
15:48:00,4243.0,483.0,long,long,15,48,00
15:01:00,3043.0,410.0,long,long,15,01,00
15:20:00,4983.0,578.0,long,long,15,20,00
15:12:00,3801.0,485.0,long,long,15,12,00
15:22:00,4983.0,559.0,long,long,15,22,00
15:18:00,5095.0,620.0,long,long,15,18,00
15:45:00,4243.0,489.0,long,long,15,45,00
15:16:00,3417.0,440.0,long,long,15,16,00
15:53:00,3370.0,453.0,long,long,15,53,00
15:18:00,3801.0,477.0,long,long,15,18,00
15:53:00,4243.0,486.0,long,long,15,53,00
15:04:00,4983.0,579.0,long,long,15,04,00
15:46:00,3370.0,440.0,long,long,15,46,00
15:24:00,4817.0,545.0,long,long,15,24,00
15:43:00,3370.0,462.0,long,long,15,43,00
15:17:00,4817.0,544.0,long,long,15,17,00
15:44:00,4475.0,556.0,long,long,15,44,00
15:14:00,4983.0,592.0,long,long,15,14,00
15:04:00,4962.0,558.0,long,long,15,04,00
15:52:00,4243.0,463.0,long,long,15,52,00
15:14:00,3266.0,422.0,long,long,15,14,00
15:23:00,4817.0,525.0,long,long,15,23,00
15:18:00,4962.0,536.0,long,long,15,18,00
15:54:00,4243.0,482.0,long,long,15,54,00
15:12:00,3801.0,473.0,long,long,15,12,00
15:37:00,4817.0,526.0,long,long,15,37,00
15:47:00,4243.0,486.0,long,long,15,47,00
15:49:00,3370.0,428.0,long,long,15,49,00
15:10:00,3801.0,469.0,long,long,15,10,00
15:09:00,4962.0,546.0,long,long,15,09,00
15:47:00,4243.0,459.0,long,long,15,47,00
15:47:00,4243.0,483.0,long,long,15,47,00
15:18:00,4817.0,551.0,long,long,15,18,00
15:30:00,3801.0,468.0,long,long,15,30,00
15:31:00,4817.0,546.0,long,long,15,31,00
15:05:00,4983.0,586.0,long,long,15,05,00
15:36:00,4817.0,537.0,long,long,15,36,00
15:28:00,4983.0,575.0,long,long,15,28,00
15:45:00,4243.0,473.0,long,long,15,45,00
15:18:00,4983.0,568.0,long,long,15,18,00
15:20:00,4817.0,550.0,long,long,15,20,00
15:07:00,3043.0,381.0,long,long,15,07,00
15:15:00,4962.0,549.0,long,long,15,15,00
15:11:00,4983.0,569.0,long,long,15,11,00
15:11:00,3801.0,462.0,long,long,15,11,00
15:10:00,3043.0,396.0,long,long,15,10,00
15:55:00,4502.0,504.0,long,long,15,55,00
15:13:00,4983.0,582.0,long,long,15,13,00
15:41:00,3417.0,424.0,long,long,15,41,00
15:53:00,4243.0,472.0,long,long,15,53,00
15:14:00,3904.0,467.0,long,long,15,14,00
15:33:00,3801.0,443.0,long,long,15,33,00
15:44:00,3417.0,499.0,long,long,15,44,00
15:25:00,4962.0,556.0,long,long,15,25,00
15:14:00,4983.0,570.0,long,long,15,14,00
15:54:00,4502.0,515.0,long,long,15,54,00
15:13:00,3711.0,495.0,long,long,15,13,00
15:31:00,4983.0,554.0,long,long,15,31,00
15:10:00,3417.0,456.0,long,long,15,10,00
15:56:00,4502.0,533.0,long,long,15,56,00
15:39:00,3043.0,401.0,long,long,15,39,00
15:45:00,4243.0,472.0,long,long,15,45,00
15:16:00,4983.0,567.0,long,long,15,16,00
15:18:00,4962.0,553.0,long,long,15,18,00
15:56:00,4962.0,560.0,long,long,15,56,00
15:21:00,3784.0,538.0,long,long,15,21,00
15:01:00,4962.0,578.0,long,long,15,01,00
15:01:00,4962.0,559.0,long,long,15,01,00
15:13:00,4983.0,550.0,long,long,15,13,00
15:50:00,4243.0,473.0,long,long,15,50,00
15:26:00,4817.0,553.0,long,long,15,26,00
15:16:00,3417.0,449.0,long,long,15,16,00
15:01:00,4962.0,554.0,long,long,15,01,00
15:26:00,3801.0,449.0,long,long,15,26,00
15:27:00,3417.0,434.0,long,long,15,27,00
15:18:00,3801.0,493.0,long,long,15,18,00
15:39:00,4817.0,537.0,long,long,15,39,00
15:08:00,4983.0,571.0,long,long,15,08,00
15:03:00,4983.0,569.0,long,long,15,03,00
15:46:00,3043.0,420.0,long,long,15,46,00
15:51:00,4243.0,507.0,long,long,15,51,00
15:26:00,4983.0,567.0,long,long,15,26,00
15:04:00,4962.0,563.0,long,long,15,04,00
15:39:00,3370.0,468.0,long,long,15,39,00
15:06:00,4983.0,581.0,long,long,15,06,00
15:24:00,3043.0,407.0,long,long,15,24,00
15:30:00,4817.0,548.0,long,long,15,30,00
15:08:00,3801.0,498.0,long,long,15,08,00
15:31:00,4817.0,530.0,long,long,15,31,00
15:17:00,3417.0,464.0,long,long,15,17,00
15:20:00,3801.0,497.0,long,long,15,20,00
16:13:00,4243.0,483.0,long,long,16,13,00
16:18:00,4962.0,528.0,long,long,16,18,00
16:49:00,3972.0,450.0,long,long,16,49,00
16:23:00,4502.0,505.0,long,long,16,23,00
16:16:00,4983.0,536.0,long,long,16,16,00
16:32:00,4962.0,556.0,long,long,16,32,00
16:46:00,4502.0,513.0,long,long,16,46,00
16:18:00,4184.0,462.0,long,long,16,18,00
16:40:00,4502.0,490.0,long,long,16,40,00
16:35:00,4817.0,531.0,long,long,16,35,00
16:02:00,4502.0,512.0,long,long,16,02,00
16:42:00,4243.0,465.0,long,long,16,42,00
16:25:00,4502.0,508.0,long,long,16,25,00
16:53:00,4502.0,522.0,long,long,16,53,00
16:07:00,4502.0,527.0,long,long,16,07,00
16:09:00,4184.0,481.0,long,long,16,09,00
16:38:00,3972.0,456.0,long,long,16,38,00
16:52:00,4243.0,497.0,long,long,16,52,00
16:20:00,4502.0,507.0,long,long,16,20,00
16:09:00,3370.0,445.0,long,long,16,09,00
16:21:00,3043.0,399.0,long,long,16,21,00
16:52:00,3972.0,465.0,long,long,16,52,00
16:53:00,4243.0,500.0,long,long,16,53,00
16:43:00,4502.0,547.0,long,long,16,43,00
16:15:00,4962.0,569.0,long,long,16,15,00
16:04:00,3329.0,420.0,long,long,16,04,00
16:58:00,3972.0,443.0,long,long,16,58,00
16:55:00,3972.0,462.0,long,long,16,55,00
16:40:00,4502.0,468.0,long,long,16,40,00
16:06:00,4184.0,468.0,long,long,16,06,00
16:16:00,4184.0,455.0,long,long,16,16,00
16:32:00,4502.0,507.0,long,long,16,32,00
16:38:00,4243.0,464.0,long,long,16,38,00
16:52:00,3266.0,425.0,long,long,16,52,00
16:40:00,4817.0,541.0,long,long,16,40,00
16:01:00,4502.0,531.0,long,long,16,01,00
16:38:00,3972.0,451.0,long,long,16,38,00
16:22:00,4983.0,573.0,long,long,16,22,00
16:59:00,3972.0,461.0,long,long,16,59,00
16:34:00,4983.0,529.0,long,long,16,34,00
16:38:00,4983.0,570.0,long,long,16,38,00
16:48:00,4502.0,500.0,long,long,16,48,00
16:21:00,4184.0,468.0,long,long,16,21,00
16:38:00,4817.0,539.0,long,long,16,38,00
16:20:00,4243.0,445.0,long,long,16,20,00
16:20:00,4502.0,510.0,long,long,16,20,00
16:18:00,4502.0,515.0,long,long,16,18,00
16:09:00,4243.0,483.0,long,long,16,09,00
16:19:00,4502.0,527.0,long,long,16,19,00
16:00:00,3370.0,494.0,long,long,16,00,00
16:53:00,4502.0,500.0,long,long,16,53,00
16:30:00,3972.0,446.0,long,long,16,30,00
16:08:00,4502.0,509.0,long,long,16,08,00
16:50:00,3972.0,442.0,long,long,16,50,00
16:41:00,4243.0,482.0,long,long,16,41,00
16:28:00,4502.0,516.0,long,long,16,28,00
16:34:00,3972.0,454.0,long,long,16,34,00
16:10:00,4243.0,472.0,long,long,16,10,00
16:09:00,4502.0,553.0,long,long,16,09,00
16:27:00,4983.0,564.0,long,long,16,27,00
16:42:00,4243.0,474.0,long,long,16,42,00
16:04:00,4502.0,515.0,long,long,16,04,00
16:06:00,4184.0,480.0,long,long,16,06,00
16:11:00,4502.0,520.0,long,long,16,11,00
16:11:00,3801.0,468.0,long,long,16,11,00
16:07:00,4983.0,568.0,long,long,16,07,00
16:16:00,4502.0,507.0,long,long,16,16,00
16:15:00,4184.0,444.0,long,long,16,15,00
16:34:00,4184.0,478.0,long,long,16,34,00
16:25:00,3801.0,454.0,long,long,16,25,00
16:18:00,4983.0,564.0,long,long,16,18,00
16:22:00,4502.0,522.0,long,long,16,22,00
16:21:00,4983.0,570.0,long,long,16,21,00
16:06:00,4184.0,455.0,long,long,16,06,00
16:02:00,4243.0,474.0,long,long,16,02,00
16:48:00,4502.0,516.0,long,long,16,48,00
16:18:00,3370.0,461.0,long,long,16,18,00
16:05:00,4983.0,573.0,long,long,16,05,00
16:41:00,4983.0,569.0,long,long,16,41,00
16:17:00,4184.0,451.0,long,long,16,17,00
16:46:00,3972.0,473.0,long,long,16,46,00
16:17:00,4983.0,596.0,long,long,16,17,00
16:28:00,3972.0,444.0,long,long,16,28,00
16:25:00,4962.0,570.0,long,long,16,25,00
16:25:00,4983.0,531.0,long,long,16,25,00
16:11:00,4243.0,481.0,long,long,16,11,00
16:39:00,3972.0,470.0,long,long,16,39,00
16:54:00,4502.0,474.0,long,long,16,54,00
16:17:00,4962.0,581.0,long,long,16,17,00
16:31:00,3972.0,471.0,long,long,16,31,00
16:40:00,4184.0,461.0,long,long,16,40,00
16:20:00,4502.0,510.0,long,long,16,20,00
16:06:00,4502.0,522.0,long,long,16,06,00
16:03:00,4817.0,532.0,long,long,16,03,00
16:23:00,4962.0,546.0,long,long,16,23,00
16:59:00,4243.0,448.0,long,long,16,59,00
16:36:00,3972.0,447.0,long,long,16,36,00
16:14:00,4962.0,563.0,long,long,16,14,00
16:33:00,4502.0,488.0,long,long,16,33,00
